Name,Match Score
sql server,0.0
,0.0
mary simon,0.0
,0.0
,0.0
,0.0
,0.0
mcp,0.0
,0.0
,0.0
mcp,0.0
wan workflow,0.0
sql server sql sql server tableau,0.0
meraki wi-fi,0.0
jd,0.0
devry,0.0
sanford r. levitt - 1 -,0.0
,0.0
hchs curriculum,0.0
,0.0
sql ssl,0.0
php java,0.0
dean,0.0
,0.0
,0.0
dharmapuri,0.0
,0.0
a+ harware,0.0
firewall/ vpn - ssl,0.0
mar jan  siprnipr,0.0
inperson,0.0
degree      ,0.0
sun,0.0
vmware wireshark,0.0
vba visual,0.0
dec,0.0
,0.0
"scada upgrade
project",0.0
,0.0
,0.0
dec,0.0
mac hardware,0.0
,0.0
,0.0
q4,0.0
javascript linux,0.0
franklin pierce,0.0
,0.0
alexandria,0.0
javascript,0.0
mac,0.0
java,0.0
glenn county,0.0
,0.0
dec,0.0
,0.0
backup bloomberg,0.0
jd edwards,0.0
mysql php html,0.0
mpls fcip,0.0
java struts,0.0
mm,0.0
mrpii,0.0
,0.0
linux freebsd sco,0.0
dbartisan tivoli,0.0
github,0.0
wireshark,0.0
safelite,0.0
,0.0
node,0.0
ii      ,0.0
disa milcloud,0.0
mac os  microsoft dynamics  access,0.0
,0.0
,0.0
,0.0
,0.0
javascript,0.0
php html,0.0
javascript jquery,0.0
,0.0
john l. grove,0.0
logo mac os,0.0
dbm dti design,0.0
java,0.0
gpa      ,0.0
,0.0
r2,0.0
,0.0
gs -12,0.0
,0.0
theta kappa,0.0
mac os,0.0
devry,0.0
,0.0
java php sql,0.0
beth israel,0.0
,0.0
mcp,0.0
intune,0.0
,0.0
nichols,0.0
,0.0
mac,0.0
,0.0
monica college,0.05490804125637774
,0.12035165435974467
,0.13971349314992923
jun,0.09081594131445414
,0.05644489044232436
,0.029385014036011108
influenza rocky,0.09402625859173318
,0.048045689825529585
,0.08176298221760218
,0.11828958827916969
dese elementary,0.05598675198457281
,0.0496855607884232
usa      ,0.016129013928424002
,0.0204463929215704
,0.03421241574206441
horace mann,0.0609104861959051
,0.07359842311880432
inperson interviews  answered,0.026715248205755077
ela math social,0.05851206305757577
ny ixl  khan academy,0.08364898624161451
,0.06467555348513573
,0.020330829607082514
,0.028641197002399827
,0.03027296856844371
ela  familiarity,0.031199846293102764
,0.03765667981779871
,0.0398551681359614
,0.09048257784173326
james,0.014578353733703192
mar,0.05671481844228937
,0.04112652765006434
,0.05823896891465724
k-9 self-,0.05434904924101005
,0.01686196490835937
jefe de laboratorio,0.06015595546334678
,0.03622625580229593
,0.038417483969659376
,0.060364951198717834
,0.1438095842762216
kerrville,0.08735210544744292
,0.06441528060403565
,0.10452664364776851
,0.062016704894764234
,0.02520018131712391
,0.06617954680530053
jun       ,0.016922664393746092
austin,0.009911733061833489
k-12,0.0785600531658887
,0.031273430051854276
"aasece
st",0.0665236635104399
rodney slappy,0.11308572410104475
james irvin,0.060593680854720645
,0.06013804648511781
,0.20773866791333498
,0.07658211839560033
,0.06290115472916724
,0.07065963298964112
,0.05893405817939965
,0.07729746643432736
,0.05229846592447526
,0.08800457352234199
,0.06591819867077409
,0.08402363085152395
,0.14632180583462562
thomas jefferson,0.03359662755447878
,0.048429991269220415
santa rosa,0.06278458690158685
,0.06212377727201797
,0.09319769597002305
phd     ,0.05638577783138755
,0.019384179745036943
inperson,0.014694480429594182
volunteer  red cross,0.020178998457413434
jun       ,0.04522220777969642
postseason,0.017089022693896675
,0.1979955378065654
,0.05305634091325495
robert rauschenburg,0.03439179784059093
zoos,0.027511796459910774
fullerton,0.06186640474549586
,0.09191201712622141
,0.10727886715168591
,0.07053949273153894
jun      ,0.008728680050296957
,0.04808468486688333
thomas nelson,0.03692045332810844
,0.04584499835432417
,0.020156718112341623
,0.057248371680055664
,0.13790761037266838
,0.029376664132584177
,0.08150804643982905
inperson,0.07657137013051764
,0.059100828740393234
,0.08389503136861658
,0.037933284195202845
,0.030303460745656423
,0.0482573980956529
,0.01964693237823023
,0.06108559445746819
,0.030076988127798986
nc programming,0.010017511239831073
,0.02201792516444233
,0.014525851995529727
,0.023179038649691876
,0.027832682212127677
,0.02574557197653617
,0.031661505214773095
doane art,0.019221135344948192
,0.021189487553008403
,0.01779323242754744
jun 1997       ,0.030233466001891862
,0.023473604329559868
iris,0.042439831916443425
,0.043593003136345974
"knoxville
tn",0.04686391694085279
howard w,0.022760180645240425
jun      ,0.015259824471752344
jun       ,0.027421407121758126
,0.01541482242015052
,0.04756553107242013
,0.01321299484857229
,0.018998859451005566
,0.03383637780402448
,0.040855936176933026
,0.03153685466758363
,0.04225699572652275
,0.022089433190250092
penn foster,0.023084299580156318
altoona wi northwestern,0.023256296661000337
,0.04515749489164576
jalisco mexico,0.0210683778225592
jerry segal,0.02423397892266949
hris,0.009973129072991761
,0.03484012666571548
ecolgica arcoiris,0.014049371088994048
mar,0.031206514271717303
,0.011257666516013653
,0.02290418642799161
mac macintosh,0.017988348020851235
paul harding,0.03467882064629609
rmim,0.0237201536051637
robert e lee high school,0.020494637288109276
inperson,0.04112042206863574
william penn,0.012885485150555553
,0.02228631380448714
,0.017924019730608563
,0.03402932308162748
,0.045450217848930635
dave thomas foundationujima,0.036369267082195456
jun  job corps,0.015221364658302173
,0.04623578788464406
qquick learner,0.014186237678983213
,0.01567923018214984
milwaukee wi,0.02062337303961818
08/2008,0.025489769729885696
autonoma de nuevo leon,0.007887528391939916
jun       ,0.019665684734037618
,0.03390460400774734
,0.03657557992167643
,0.012114387576337959
nc tracks,0.021581171237164316
phil tel,0.02729877334425124
jun,0.02043959557938025
william penn votech                city,0.013464271340433796
bcx,0.02968469254145473
rmc,0.03533849958584964
ii      ,0.016961086703838217
,0.01598261970461857
,0.021182443604583802
,0.02285686398345322
,0.016006109195381108
,0.04159044955235593
dickinson,0.014255115207539994
,0.03859369248908922
hris,0.01369804083204305
jun       ,0.02982617524963292
john w hallahan,0.014996557665426402
jun       ,0.04340109134131525
,0.0480785856325259
joaquin a  year old,0.02030804311182312
,0.044308054826374975
,0.03364249833207801
,0.038873485362107954
,0.012340033968318445
jun       ,0.010221399264977442
foley care,0.0
,0.0
devry,0.0
morphine nitroglycerine,0.037789225168590734
,0.0
dr  emil totonchi,0.031069747451625454
evsfood microsoft,0.008018040873324493
jun,0.01134895009793816
,0.008824829874077546
,0.0
john glenn leadership,0.006486102952222772
kumar,0.0
,0.0
,0.01104940188353985
jun       ,0.010928826163417985
,0.0
david muntz,0.008168814270234465
,0.0
lawson kronos,0.0
mm,0.0
,0.0
,0.0
robert morris,0.0
,0.011072122143187885
java,0.0
,0.0
mac      ,0.0
,0.0
,0.0
latina mami los angeles,0.06170702892073288
adgorilla,0.0
flixilbel,0.0
aba      ,0.010622180909074172
jun,0.0
limo,0.0
win2,0.0
,0.0
ipc  sph,0.0
kaizen,0.0
,0.0
sap sql spss oracle,0.0
,0.0
,0.0
,0.0
congenial salesperson,0.0
,0.0
mar       ,0.0
iris,0.0
,0.0
thomas jefferson,0.0
kardon ebay,0.0
,0.0
jean paul gaultier,0.0
inperson,0.0
jd edwards,0.0
02/2015      ,0.0
04/2008      ,0.0
,0.0
,0.0
walgreens devry,0.0
sap mm,0.0
,0.0
,0.0
,0.0
,0.0
james madison,0.0
"de
houston  – member",0.0
,0.0
mar,0.0
mm,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
summa cum laude,0.0
,0.0
,0.0
thomas edison,0.0
,0.0
mac quicken san self,0.0
itc lrbd,0.0
mm,0.0
hobart,0.0
m.d      ,0.0
brian tracy  :,0.0
racquetball,0.0
dean,0.0
,0.0
,0.0
iris,0.0
luke,0.0
donna edwards,0.0
paul pierce,0.0
,0.0
,0.0
duluth      ,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
ku,0.0
ku,0.0
,0.0
jimmy,0.0
mitchell,0.0
mollys house,0.0
gse,0.0
,0.0
,0.0
cynthia mckinney,0.0
mech,0.0
recruiter anthony,0.0
jd  edwards,0.0
,0.0
aug helpdesk,0.0
walton,0.0
,0.0
,0.0
earl scheib,0.0
gwinnett,0.0
s  kier f  itness,0.0
,0.0
,0.0
,0.0
,0.0
baker,0.0
,0.0
del piemonte,0.0
,0.0
,0.0
mar,0.0
mm,0.0
,0.0
,0.0
jim colantino,0.0
jun       ,0.0
williams,0.0
matsuya ginza  ,0.0
,0.0
,0.0
,0.0
viagra celebrex lyrica,0.0
trainee      ,0.0
rico liaison,0.0
pinnacle,0.0
,0.0
kehe jetro   customized,0.0
,0.0
del mar,0.0
tssci      ,0.0
degree      ,0.010457414468260196
,0.05504724359922349
devry,0.02313610907233667
jun,0.03519828694859115
sam houston,0.05990148593856467
,0.10660324056992254
inperson,0.015365227914126069
,0.020363415919136207
,0.03251508639380469
,0.06776077037784348
hmos medicare,0.06187583902113047
,0.05698033064707974
mac,0.023768081169545954
,0.0616616968630686
rachael,0.009771928779116612
,0.022739829328922836
,0.017216116968786152
baker,0.02800221162975097
korn shell,0.04390468548546366
,0.0415932920197849
,0.02977408177892944
william,0.026124580550297677
,0.17589088460053015
,0.015178011333720999
kim thompson,0.028145469827704377
jun,0.06181042928415321
jun,0.06097855088655521
,0.05840769978655065
,0.06097257989607045
mar,0.028561358422144138
mac,0.045473417982632165
wyeth,0.040116417968137114
,0.023785229141214632
mar,0.0680304648116475
devry,0.057661388927436094
hedis      ,0.027872993293272478
gore,0.12422097179421163
sean m.,0.05677971991955138
livingston,0.05418214697034658
hedis      ,0.022152391177791594
,0.022289655083235153
hedfs cara,0.05314184215883545
cherokee indians,0.016792422353730952
sam houston,0.03908552679057601
wayne      ,0.0311003367684473
,0.03968123915957536
hris,0.028520141999481573
,0.07135452648109276
viagra celebrex lyrica,0.020695219941997835
,0.008459848019554508
,0.028772624882301742
sta,0.03025167872935255
robert h lurie childrens,0.019144446054333398
,0.1099001454863333
coumadin evaluation,0.04779401870777309
,0.016004084521585468
,0.047558889418541
,0.021864052992061563
,0.08524008941289295
john rodgers memorial,0.1062878786988791
v.p.,0.04096111680061528
javascript jdbc,0.05230303165351809
,0.0077680449659293955
eric,0.014815835657028542
,0.03346013288501007
,0.03827131937393299
newsletters newspaper,0.011086898389865816
lawson,0.040963002415489926
,0.01794887486714154
,0.018194486390470794
,0.045203038380178626
java,0.03536620972899339
,0.024164773776866294
,0.033004055978867776
,0.03569680791777267
,0.02098345719397549
spss,0.031985979836826564
ma,0.043557772296582545
,0.025716798961978767
,0.015974812825488745
,0.020660291459894987
,0.03528233422164266
dis  experienceknowledge,0.008394825921559006
,0.022684864041284794
rn/,0.029103858338259115
,0.03653874653842323
,0.010607120491606713
john l grove college,0.02329434948555456
,0.06717537935652854
,0.026006518555647545
,0.0077777854577477604
,0.02121983059147627
,0.015171109119523022
,0.04215896401138056
,0.00827250925027218
,0.010190948717226067
john brown,0.024464777991515696
cisco tandberg,0.013423474151327075
washington,0.006858725165046192
,0.04926690936659143
st joseph healthcare,0.06742189872749972
,0.010944329861997717
indiana chapter,0.011710572522884013
stephanie williams,0.03290904320027172
,0.05216102731267896
memos lotus,0.009884436568272991
,0.010596528094829019
,0.008743826574345772
,0.059640742580851086
harding,0.019005636256936322
gpa             ,0.007315528347922733
jun       ,0.006456393630761137
,0.011074804339301756
,0.00871769883210976
traumas comas,0.006485833467228293
,0.03181146519834388
,0.1998490992285755
jordan      city,0.03906343042154969
,0.2102740283805927
,0.03495790518329599
earle,0.01914617881077447
,0.19291017759372178
,0.10157999681819563
,0.032368952327179894
,0.04170890400187834
,0.045543880062081266
max,0.09707500071731945
alex,0.054396149035414024
,0.12649380719705863
barre,0.08863179602272489
navy,0.04139011191923572
,0.06610760897687264
austin tx       ,0.04121475067440599
mac,0.019096325403584122
luis obispo,0.0892764329913538
,0.09003098471002496
tammy,0.24164534085452505
,0.216995422785925
,0.036149546353940146
,0.15941892361045715
,0.09906080337893641
,0.17694051309581743
,0.16755262708798807
diana dimas,0.32865613452973164
mar,0.062098019032352264
kappa sorority,0.024556584746841505
,0.01817666619793715
jelly syrup,0.03612106730863923
,0.11889589470193944
san marcos,0.1785252685955841
,0.027467343006823255
,0.10885831740700436
,0.18641801894009682
dean,0.016538850444584245
,0.12366812437278761
jun aug 13,0.15669140399526268
,0.016675691237535463
dick - automated,0.0
,0.1699578830614247
john wall,0.0
,0.10659599196197383
jack pick,0.09166684282881947
johnson,0.018568593269672817
,0.03013388064518529
james madison,0.0
,0.0
,0.0
mac os,0.011246410271284034
,0.08627908626789231
,0.13428104881520983
inperson,0.1528579803324756
fullerton,0.015067848234763759
lee elementary,0.08718707332826302
mar,0.03382210255803551
knoxville iowa,0.07699515052955336
,0.03137122707495639
louis mo,0.019495159886287822
,0.0
,0.2731720840366417
lululemon athletica,0.10515721964358109
,0.16890478405003262
,0.13952149316150617
,0.04128546133287503
,0.008018040873324493
,0.02137031185300906
nc    [,0.1862547385195893
,0.02213213849810014
,0.04130671466386695
,0.018981949100542406
universityokc      ,0.020000819269583397
,0.0
jack,0.0
,0.0
,0.03754183958629283
rn/,0.012888655915173864
,0.022818629726237633
sam houston,0.010873807510606168
zumba,0.14371683732706175
acls exp  hospital,0.020266808673086962
,0.04182584676757574
steven berg-smith,0.04916959603601846
,0.017388774199733188
,0.018231780759685883
peter kussin,0.011515692343500198
malawi,0.008020587655624379
marissa a. kalkman,0.030108576055494
memos lotus,0.051507374761237866
saes,0.0723255840313218
,0.0
,0.029466098570359978
,0.0
,0.0
marijuana,0.0
mac,0.024032692216917353
,0.042444551281368106
,0.1004232652198473
max,0.041975700458795374
maintenance multiline,0.00961892375037577
degree      ,0.009207420682081418
"stamina
",0.07724902793682627
,0.0
,0.009472048377345936
,0.023303023935466113
,0.009175973728186742
zumba zumba,0.02702784115378775
arcview gis,0.02039755626999949
necco foster care,0.024241010346959812
,0.0
,0.0
,0.0
,0.03618589002412617
wafl arena,0.05946890653931829
,0.1842127340114971
tennessee louis,0.09068706220932904
vang vieng laos             ,0.022286313804487142
felton moore,0.04936562789062644
,0.020016642626859822
,0.05771556520073166
bloomington ffa,0.034936827473361076
,0.04490385291907149
,0.0330463013306627
,0.02385642873898876
william lpeters memorial,0.04467093603594762
,0.0
william lpeters memorial,0.043696784202619736
jeff,0.022239994905957065
jubilee campus,0.0647327766516488
,0.0
jcmg orthopaedic,0.0
node js  frameworks,0.0
dave umino,0.0
,0.0
babson,0.006036127052492431
,0.0
,0.0
macrodon ancylodon,0.01026064919223918
erik erikson,0.0
joseph sirotnak  esq memorial,0.010470711315537671
clark,0.0
ffa  secretary,0.0
ruth,0.023191348201769733
ind anda,0.009450300469260054
,0.0
bloomberg,0.0
,0.0
mac os,0.012126698033067715
professional mcp,0.0
mac os,0.023651252458992904
mac,0.01079716419574683
gifts chairperson,0.0
fullerton     city,0.0
inperson,0.0
aihwa ong,0.018231780759685887
dr daura,0.05938582308621882
george,0.008929146621086417
,0.0
austin austin tx                  bs      ,0.0
phd,0.0
howard university,0.0
gypsy moth,0.0
jeffrey glynn,0.0
phd,0.0
alex d  meredith,0.15159146715472244
,0.011813425514161232
usa      ,0.0
,0.0
cmmi agile iterative,0.0
pro se,0.0
richard ray,0.01754061545226906
thomas wells,0.004774416005168833
,0.0
,0.0
,0.0
joanna bagg,0.0
st andrew development order,0.0
phoenix az,0.02137031185300905
hospice,0.04045951693315265
,0.016012187830421035
,0.0
java leadership,0.0
nj tcs,0.01566877137078819
,0.02006633373986738
inperson,0.0
al  sex,0.0
,0.0
mcp,0.0
antonio      bachelor,0.0
mod network,0.019120236755924874
hris,0.0
nangloi,0.011435099546551274
javascript,0.0
mahatma gandhi,0.020364323726549335
michael            to,0.01269486974649346
msword oracle,0.0
k. sanjay,0.0
,0.02887511603675426
hcfa               ,0.0
george washington,0.10178304801496775
harding,0.2919796908964093
,0.09681840966602606
,0.20072016840403825
tennessee,0.04736748352789175
,0.03855353942959189
,0.19283987399255273
mac,0.009126772492762395
dorado hills           ,0.050959187582210005
,0.08004259865856292
,0.0605422468676167
,0.061048513967655295
treehouse prm,0.12683060231738985
pruittharry norman realtor,0.13289937650845668
,0.056358295520456
,0.05369173414848043
,0.21757803021215794
,0.37414402680766634
mar,0.2877687474607891
bob jones,0.0841134888659737
truckee,0.10232896040683824
,0.15751434522159902
louisville,0.13431372579534112
,0.07622087014347095
,0.022121438954384273
,0.14211624464715733
,0.04025373449987317
para las americas,0.2992860515153669
mac,0.05068803950173832
,0.26292531779486866
,0.2244313115302358
hotelwon glass  ,0.1967841063687031
,0.23668527809975376
,0.1302099476302756
,0.05228669666535495
,0.07476422183077225
,0.03971213092572598
,0.13261852538740432
lee,0.15011448015082668
jul      ,0.04015233347749861
,0.08372061624249211
jun      ,0.12458207524186954
jun,0.2802920587946687
,0.1428403152167897
,0.08286332044514144
,0.0771710693194209
,0.21150288277510568
eric fisher,0.086517954648433
detail,0.042209379888733516
,0.0437277192535948
,0.12243409738585616
jun,0.350885143716181
rosa junior,0.04564268822970058
,0.07377749047707816
henrico va                     ,0.10004759307627464
,0.2631284418133613
usa      ,0.13227250357326917
,0.05452910977288284
,0.2478051724973654
mac,0.1210755226840546
,0.08631717227931426
,0.12614076995159787
mac,0.08198764636335647
,0.07408078671006925
nelson,0.07482523723625999
,0.16396336889032814
,0.2740984413794307
,0.15113299070599254
,0.0957367287570551
mac  crm,0.12307158613338835
jeffrey gitomer,0.10524979393277913
jun,0.11170796767988882
jun      saint james,0.06273834752901618
,0.10933834200576342
,0.10809697081780693
,0.07214175978929106
phoenix az,0.15580389387472235
,0.24131220865097783
multiline multiline,0.0775960458867429
,0.05212182454210681
livingston,0.06719567390073469
mar,0.273165465772504
james pace,0.30940604846288694
,0.30212067538454246
earl g graves school of,0.17568976468376288
bush,0.10710428514613651
,0.15456451513073083
,0.16794872709801195
,0.13353437981378116
,0.0635600087507524
,0.025976971769503417
,0.14898527030282568
,0.07730557701114205
,0.04898333591309102
john jay                   ,0.2241894405379892
,0.08009001683330616
martin,0.040124390863266565
abington,0.05272350384945288
,0.24892267577838786
webster,0.06884323664412614
,0.26606584918637266
liason,0.05867742046465981
melinda gibson(vp,0.11887284571081178
,0.2700498236210678
,0.09540579740275928
inperson,0.05042877209542047
,0.03349076094836444
,0.016721680386655023
david douglas,0.09987003303695074
giftwrap,0.09769977235595673
,0.030826696010293333
,0.24152780350305234
german      ,0.16811929412883006
,0.0878028966588382
,0.037028289495311534
,0.041167811583897214
webster,0.0218074971841348
json,0.015569047464635418
avid audiobook listener,0.02905613233040725
hill angel,0.035944903963345515
micron microsoft,0.016853684481276388
oracle dba,0.02999465619397602
,0.037324188880138234
pcdocs,0.01900055297285736
vista vba,0.06035401611288677
sap hana,0.04522399742249472
webster,0.020142578077483517
,0.01974313464765166
,0.03546448199029644
al  foreign,0.01630058665525958
japanese java,0.03332605000441673
mm,0.015459229213262548
john jay college,0.04786271293231019
javascript,0.02596415671447028
,0.016199929142034757
jun        ,0.013385413626181003
javascript php,0.028033589067050897
javascript technical,0.018963399767854047
,0.020244236523331693
,0.01783370796469631
asst bldg,0.06258268124767878
jun,0.019350428341091422
austin,0.0250345488738639
linux macros,0.0169418428722269
,0.012680748669203492
john,0.008735749599105214
scott tetreault,0.02256759999318824
,0.018200934352421046
javascript,0.012095991985288424
nelson mandela,0.04272581142937753
jun,0.01674713716541673
,0.01499322769623226
john henrickson,0.019990948706548682
hpunix,0.03915945306854841
cnnmoney,0.014479157184433634
,0.020096326632686592
mactech conference,0.019229908474118484
jd edwards,0.016021318782176386
javascript,0.0131794545460651
jira            ,0.009606203506270877
kaizen,0.021485705768742768
austin tx  02,0.05492937171839843
,0.04693396101704431
server vmu,0.012809043981374738
co2 prophet,0.01328992177721801
db  petit,0.03766657237568646
html php alvarion,0.015474862498740449
,0.01350841739419312
,0.04280789574455575
,0.05660343756087343
,0.046352834155891365
minitab,0.02276239350651657
,0.021045324677819367
logon scripts,0.01882228590589026
dr  rahman,0.02467072411676399
frb,0.035450722947233705
kronos,0.014716466353709216
spss sql,0.0474398133911928
david eccles,0.016112462910974453
,0.015604578231452615
el toro,0.02101604137579545
,0.028438708582988043
mahajan      ,0.03407699164321423
jun       ,0.044999170058807485
,0.016929715562445602
java jsp javascript memory,0.04936315269097569
steve balmer,0.030962609534863753
,0.06351075350750819
,0.03948218478206471
tommy trojan,0.021518844558826744
vba vbscript,0.04294100241380694
01/1999       ,0.014991193806738261
,0.04178075247333001
,0.03063812667280909
spss,0.02184086338933498
jun       ,0.09295700095708352
,0.015752067851437044
aic aicm,0.02308581842398087
,0.01725150457824899
mac,0.01634149802972425
java,0.013870040501371653
mac os,0.01994573159976526
,0.02093344807074689
hris,0.01157122730703161
gaithersburg md,0.019963388683082995
,0.026787334495075064
,0.03611815847142071
,0.06724601411186128
nik hanig memorial,0.022584647049431087
wolf,0.025922001209928065
,0.02895070990233225
,0.06320374938757997
volunteer alamogordo,0.023328060598725324
,0.03012487614974973
mm,0.02205756594518192
,0.038664857922055804
phd,0.028908861067054353
java scripting,0.04622657084477308
,0.06494982871442356
jun       ,0.041544163936484683
sql,0.06853347280922815
junkie cnbc,0.019323648322962822
,0.014497931497540122
john warner,0.01490033527896482
java,0.018744966838621313
,0.02140789670105428
,0.009032335723448734
walton,0.020807748155243326
,0.014020019836689882
,0.02270827995306292
aaham  naham,0.014860605609081236
,0.0
,0.0
rhode island usa,0.0
,0.0
mar,0.0
,0.0
ganep belo,0.0
abccom disneyworldcom,0.0
jun,0.0
r2,0.0
,0.0
,0.0
mm,0.0
steve bornstein,0.0
,0.0
ko,0.0
joyce julius,0.0
jun,0.0
al gore,0.0
robert,0.0
,0.0
lawson,0.0
"csr
training",0.0
jostens,0.0
john s. knight,0.0
fox luxottica,0.0
ebiz,0.0
mm,0.0
apps email,0.0
jcrew cooks,0.0
,0.0
mac  created,0.0
aol adobe,0.0
h.264,0.0
,0.0
ziff davis,0.0
jim ford,0.0
photoshopcs3,0.0
,0.0
apps,0.0
jira zendesk,0.0
thomas nelson,0.0
,0.0
mm,0.0
m. carnesoltas,0.0
,0.0
cpc cpm,0.0
thisweek,0.0
visualization tableau,0.0
,0.0
eugene s pulliam internship,0.0
west philadelphia,0.0
,0.0
